template,count
[#8:4]-[C:5](=[O;D1;H0:6])/[C;H0;D3;+0:7](-[C:8]-[C:9](=[O;D1;H0:10])-[O;D1;H1:11])=[CH;D2;+0:1]/[C:2]#[C:3]>>O=[CH;D2;+0:1]-[C:2]#[C:3].[#8:4]-[C:5](=[O;D1;H0:6])-[C;H0;D3;+0:7](-[C:8]-[C:9](=[O;D1;H0:10])-[O;D1;H1:11])=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,20
[#8:3]-[C:2]/[CH;D2;+0:1]=[CH;D2;+0:6]/[C:5]=[O;D1;H0:4]>>O=[CH;D2;+0:1]-[C:2]-[#8:3].[O;D1;H0:4]=[C:5]-[CH;D2;+0:6]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,20
[C:3]=[C:2]-[CH;D2;+0:1]=[CH2;D1;+0:4]>>O=[CH;D2;+0:1]-[C:2]=[C:3].[CH3;D1;+0:4]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,20
[#7:4]-[C:3](=[O;D1;H0:5])/[C;H0;D3;+0:1](-[c:2])=[CH;D2;+0:9]/[C:7](-[#8:6])=[O;D1;H0:8]>>O=[C;H0;D3;+0:1](-[c:2])-[C:3](-[#7:4])=[O;D1;H0:5].[#8:6]-[C:7](=[O;D1;H0:8])-[CH;D2;+0:9]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,19
[C:2]-[CH;D2;+0:1]=[CH2;D1;+0:5].[C:4]-[OH;D1;+0:3]>>O-[CH;D3;+0:1](-[C:2])-[O;H0;D2;+0:3]-[C:4].[CH2;D1;+0:5]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,19
[c:5]:[c;H0;D3;+0:6](:[c:7])-[c;H0;D3;+0:8]1:[cH;D2;+0:1]:[c:2]:[c:3]:[o;H0;D2;+0:4]:1>>O=[CH;D2;+0:1]-[c:2]:[c:3]-[OH;D1;+0:4].[c:5]:[c;H0;D3;+0:6](:[c:7])-[CH2;D2;+0:8]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,19
[c:3]/[CH;D2;+0:4]=[CH;D2;+0:1]\[c:2]>>O=[CH;D2;+0:1]-[c:2].[c:3]-[CH2;D2;+0:4]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,19
[#8:6]-[C:7](=[O;D1;H0:8])-[CH2;D2;+0:9]-[CH;D3;+0:1](-[c:2])-[#7:3]-[C:4]=[O;D1;H0:5]>>O-[CH;D3;+0:1](-[c:2])-[#7:3]-[C:4]=[O;D1;H0:5].[#8:6]-[C:7](=[O;D1;H0:8])-[CH;D2;+0:9]=P(-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,19
[C;D1;H3:3]-[CH;D2;+0:4]=[CH;D2;+0:1]-[c:2]>>O=[CH;D2;+0:1]-[c:2].[C;D1;H3:3]-[CH2;D2;+0:4]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,19
[#8:3]-[C:2]-[CH;D2;+0:1]=[CH;D2;+0:5]-[C:4]>>O=[CH;D2;+0:1]-[C:2]-[#8:3].[C:4]-[CH2;D2;+0:5]-[P+](-c1:c:c:c:c:c:1)(-c1:c:c:c:c:c:1)-c1:c:c:c:c:c:1,18
